2023-09-28,16:20:42.704286,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.00,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.-- Default Test --
2023-09-28,16:20:43.761138,
2023-09-28,16:20:43.761138,==== Load Resistors for MIC6814====
2023-09-28,16:20:43.790780,CO, 818000
2023-09-28,16:20:43.806402,NH3, 151000
2023-09-28,16:20:43.822027,NO2, 16300
2023-09-28,16:20:43.837651,==== R0 for MIC6814====
2023-09-28,16:20:43.861294,CO, 818000
2023-09-28,16:20:43.869303,NH3, 151000
2023-09-28,16:20:43.884970,NO2, 16300
2023-09-28,16:20:43.900595,==== Equation to get the concetraition of CO, NH3 and NO2 ====
2023-09-28,16:20:43.963637,Conctration = exp((log(Rs/R0) - b)/m)
2023-09-28,16:20:44.010798,Parameter for CO, NH3 and NO2
2023-09-28,16:20:44.042069,m_CO, -0.85, b_CO, 1.26
2023-09-28,16:20:44.061923,m_NH3, -0.54, b_NH3, -0.24
2023-09-28,16:20:44.089632,m_NO2, 1.01, b_NO2, 1.85
2023-09-28,16:20:44.120796,==== DATA STRUCTURE ====
Date,time,T[C],P[hPA],z[m],H[%],CO2[ppm],CO[ppm],NH3[ppm],NO2[ppm],H2(CO)[ppm],Etanol(CO)[ppm],NH3(CO)[ppm],H2S(CO)[ppm],CH4(CO)[ppm],C3H8(CO)[ppm],Iso-butano(CO)[ppm],Etanol(NH3)[ppm],H2(NH3)[ppm],C3H8(NH3)[ppm],Iso-butano(NH3)[ppm],NO(NO2)[ppm],H2(NO2)[ppm],lot,lat,A_1,speed,Angle,SO2_AFE,O3_AFE,PM2.5
2023-09-28,16:20:46.826212,29.5,78995.0,1485.84,45.85,512,0.0281,0.0013,0.0077,0.71,0.009,0.40,0.00,1.2191,0.4437,0.4553999999999999,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.1751155839600695,0.2878163852454951,0.263699148791808,0.12321487497486971,
2023-09-28,16:20:46.952177,29.6,78997.0,1485.84,45.85,512,0.0278,0.0012,0.0079,0.71,0.0089,0.40,0.00,1.1681,0.4259,0.4399,0.09,2.80,198.64,144.87,0.03,0.0036,-75.42173100000001,6.1665,2165.1,0.0,0.22314084769369572,0.10881541799126743,0.20318869828684605,0.27314618319033585,
2023-09-28,16:20:47.078839,29.7,78983.0,1485.96,45.85,512,0.0276,0.0012,0.008,0.71,0.0088,0.40,0.00,1.1432,0.4004999999999999,0.4175,0.09,2.83,200.82,146.28,0.03,0.0036,-75.42173100000001,6.1665,2165.1,0.0,1.844001230001924,0.12661650039437145,0.5382564031199696,0.0753528925341877,
2023-09-28,16:20:47.204812,29.8,78994.0,1486.01,45.84,512,0.0279999999999999,0.0012,0.0081999999999999,0.71,0.009,0.40,0.00,1.1934,0.3923,0.4102,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,0.1653816887569267,0.37478925140622094,0.39431626435736505,0.42374113011424536,
2023-09-28,16:20:47.330111,29.9,79005.0,1485.93,45.84,512,0.0281,0.0011,0.0081999999999999,0.71,0.009,0.40,0.00,1.2191,0.3803,0.3996,0.09,2.80,198.64,144.87,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.913889924394312,0.1731171529254628,0.26851445608698155,0.05749735673609285,
2023-09-28,16:20:47.455940,29.9,78996.0,1486.00,45.84,512,0.0281,0.0011,0.0083,0.71,0.009,0.40,0.00,1.2191,0.3686999999999999,0.3892,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.7823000372362652,0.34515097371556497,0.41616816144070146,0.29959740391362466,
2023-09-28,16:20:47.581503,30.0,79002.0,1485.96,45.85,512,0.0279999999999999,0.0011,0.0084,0.72,0.009,0.41,0.00,1.1934,0.3536999999999999,0.3757,0.09,2.80,198.64,144.87,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,2.338873589813525,0.048322333972346254,0.4095462410011945,0.45727021821307345,
2023-09-28,16:20:47.707393,30.0,78994.0,1485.88,45.85,512,0.0281,0.0011,0.0086,0.72,0.009,0.41,0.00,1.2191,0.3428,0.3659,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,0.8915664710412144,0.22080497556927853,0.5320135947666889,0.49712595309526014,
2023-09-28,16:20:47.832595,30.0,78993.0,1485.87,45.85,512,0.0281,0.001,0.0086,0.71,0.009,0.40,0.00,1.2191,0.3393,0.3626,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.2189360120375563,0.09854888238931103,0.6352099332342754,0.26144361143551265,
2023-09-28,16:20:47.958138,30.1,78989.0,1485.99,45.86,520,0.0283,0.0011,0.0086,0.71,0.0091,0.40,0.00,1.2454,0.3428,0.3659,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.631050644903857,0.4491917199109723,0.3127663947249757,0.34582251150890636,
2023-09-28,16:20:48.084220,30.2,79001.0,1485.98,45.85,512,0.0281,0.001,0.0087,0.72,0.009,0.41,0.00,1.2191,0.3288,0.3531,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,1.268362660424581,0.11438849235363224,0.4844583047700328,0.22543902665930748,
2023-09-28,16:20:48.209930,30.2,78993.0,1486.12,45.90,512,0.0278,0.001,0.0087,0.72,0.0089,0.41,0.00,1.1681,0.3186,0.3438,0.09,2.83,200.82,146.28,0.03,0.0036,-75.42173100000001,6.1665,2165.1,0.0,0.11408307319924174,0.37102930998552847,0.4170715089337832,0.46109087223291273,
2023-09-28,16:20:48.335463,30.3,78997.0,1486.01,45.96,512,0.0279999999999999,0.001,0.0087,0.72,0.009,0.41,0.00,1.1934,0.3186,0.3438,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,2.5555646299615464,0.4134464694787685,0.5448780943708675,0.3663913681295573,
2023-09-28,16:20:48.471050,30.3,78984.0,1485.93,45.98,512,0.0281,0.001,0.0089,0.71,0.009,0.40,0.00,1.2191,0.3152,0.3407,0.09,2.83,200.82,146.28,0.03,0.0037,-75.42173100000001,6.1665,2165.1,0.0,0.3405525493844635,0.19074092433674228,0.6340588228087164,0.35660083405090903,
2023-09-28,16:20:48.581537,30.4,78995.0,1486.17,45.99,512,0.0278,0.001,0.009,0.71,0.0089,0.40,0.00,1.1681,0.3021999999999999,0.3287,0.09,2.80,198.64,144.87,0.03,0.0036,-75.42173100000001,6.1665,2165.1,0.0,0.08831867625906302,0.28906660787913135,0.5458964403462501,0.44171613100231494,
2023-09-28,16:20:48.723402,30.5,79007.0,1485.95,46.00,520,0.0278,0.0009,0.0091,0.72,0.0089,0.41,0.00,1.1681,0.2928,0.32,0.09,2.87,203.02,147.70,0.03,0.0036,-75.42173100000001,6.1665,2165.1,0.0,0.9597915914258597,0.006445823565421616,0.6738758961149902,0.3366662113018514,
2023-09-28,16:20:48.849085,30.5,79000.0,1485.95,46.02,512,0.0276,0.0009,0.0091,0.72,0.0088,0.41,0.00,1.1432,0.2866,0.3143,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.646584827396075,0.23247290103932228,0.5608286739916946,0.05969343312746683,
2023-09-28,16:20:48.975828,30.6,79007.0,1485.95,46.00,520,0.0279999999999999,0.0009,0.0093,0.71,0.009,0.40,0.00,1.1934,0.2805999999999999,0.3087,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,1.2066707511366925,0.140824125904561,0.5217338767511622,0.32553695591668486,
2023-09-28,16:20:49.085519,30.6,79002.0,1485.93,45.98,512,0.0279999999999999,0.0009,0.0093999999999999,0.72,0.0088,0.41,0.00,1.1189,0.2805999999999999,0.3004,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.5701288257171218,0.1258555987893134,0.5794970068808503,0.25517476425137037,
2023-09-28,16:20:49.226833,30.7,78997.0,1485.90,45.91,512,0.0279999999999999,0.0009,0.0093999999999999,0.72,0.009,0.42,0.00,1.1934,0.2776,0.3059,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,1.3727090055389053,0.11849759872221466,0.7289629005333946,0.360947394883364,
2023-09-28,16:20:49.352957,30.7,78998.0,1485.91,45.89,512,0.0279999999999999,0.0009,0.0093999999999999,0.72,0.009,0.42,0.00,1.1934,0.2747,0.3031,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,0.4798579447730974,0.041987716724455226,0.5668655676672717,0.13659509602705777,
2023-09-28,16:20:49.479601,30.7,79003.0,1485.96,45.87,512,0.0275,0.0009,0.0096,0.71,0.0088,0.40,0.00,1.1189,0.2632,0.2923,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.8816382905309528,0.014127305051946037,0.618249261958779,0.2017712374972364,
2023-09-28,16:20:49.594250,30.8,78990.0,1485.67,45.85,512,0.0279999999999999,0.0009,0.0096,0.71,0.009,0.40,0.00,1.1934,0.266,0.295,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,1.0203478310412717,0.3321534769842052,0.6460898033850848,0.21737262221176784,
2023-09-28,16:20:49.719912,30.8,79003.0,1485.64,45.81,512,0.0278,0.0009,0.0097,0.71,0.0089,0.40,0.00,1.1681,0.2603999999999999,0.2897,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,0.4343029291885557,0.11689834195758902,0.7971492291065123,0.45457797027722285,
2023-09-28,16:20:49.845808,30.8,78999.0,1485.87,45.80,512,0.0278,0.0009,0.0097,0.72,0.0089,0.42,0.00,1.1681,0.2603999999999999,0.2897,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,0.573317608865704,0.46434678077612196,0.9024534922880836,0.3213424292143194,
2023-09-28,16:20:49.978440,30.9,79001.0,1485.71,45.78,512,0.0278,0.0009,0.0098999999999999,0.72,0.0089,0.42,0.00,1.1681,0.2576,0.287,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,0.7621768186690193,0.1341891630492658,0.6602441231400276,0.03271535753923677,
2023-09-28,16:20:50.097622,30.9,78987.0,1485.74,45.68,512,0.0279999999999999,0.0009,0.01,0.72,0.009,0.42,0.00,1.1934,0.2521,0.2818,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,1.4052241440716073,0.3994948563874639,0.741847101331019,0.3237031086984853,
2023-09-28,16:20:50.223124,30.9,78999.0,1485.90,45.66,512,0.0279999999999999,0.0009,0.01,0.72,0.009,0.41,0.00,1.1934,0.2521,0.2818,0.09,2.87,203.02,147.70,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,0.6021654198233843,0.49384351353469186,0.6921387532447744,0.17720773289879538,
2023-09-28,16:20:50.348890,30.9,78995.0,1485.90,45.65,512,0.0279999999999999,0.0008,0.0101,0.72,0.009,0.41,0.00,1.1934,0.2467,0.2767,0.09,2.83,200.82,146.28,0.03,0.0037,-75.421663,6.1664900000000005,2160.7,0.0,1.7934047641857072,0.03927174438212938,0.7877081628274458,0.024348230293047834,
2023-09-28,16:20:50.479400,31.0,78997.0,1485.83,45.63,512,0.0278,0.0008,0.0101,0.71,0.0089,0.40,0.00,1.1681,0.2467,0.2767,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,0.10046758609261225,0.24651939152931307,0.9574299973856188,0.3050310618168557,
2023-09-28,16:20:50.605153,31.0,78992.0,1486.06,45.57,512,0.0273,0.0008,0.0103,0.71,0.0087,0.40,0.00,1.095,0.2362999999999999,0.2667,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.421663,6.1664900000000005,2160.7,0.0,1.853203185264498,0.42188908842119943,0.8627941643791638,0.47956316732124427,
2023-09-28,16:20:50.730963,31.0,79002.0,1486.09,45.56,512,0.0273,0.0008,0.0104,0.71,0.0087,0.40,0.00,1.095,0.2312,0.2618,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.421663,6.1664900000000005,2160.7,0.0,2.5999356768966924,0.4921572988881181,0.9020492841859012,0.42305352585206374,
2023-09-28,16:20:50.856953,31.0,78995.0,1486.01,45.53,512,0.0278,0.0008,0.0104,0.71,0.0089,0.40,0.00,1.1681,0.2312,0.2618,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,1.2543151262558314,0.2045958755178608,0.8825966579174713,0.4180025882710077,
2023-09-28,16:20:50.983464,31.0,79004.0,1486.07,45.52,512,0.0278,0.0008,0.0104,0.71,0.0089,0.40,0.00,1.1681,0.2312,0.2618,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,0.20121924456424745,0.19211467004277605,0.8491018632008328,0.12650920360417073,
2023-09-28,16:20:51.109449,31.0,79000.0,1485.78,45.51,503,0.0278,0.0008,0.0106,0.70,0.0089,0.38,0.00,1.1681,0.2287,0.2594,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,1.7474751902862682,0.2411008174599505,0.8308448464739328,0.19098728488610595,
2023-09-28,16:20:51.234730,31.1,78999.0,1485.75,45.50,503,0.0275,0.0008,0.0106,0.70,0.0088,0.38,0.00,1.1189,0.2213,0.2523,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.5875252792602303,0.2792847921291385,0.9207647439379198,0.12154030701167229,
2023-09-28,16:20:51.359632,31.1,78995.0,1485.88,45.49,512,0.0278,0.0008,0.0106,0.71,0.0089,0.40,0.00,1.1681,0.2262,0.257,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,1.4628962437986635,0.030579806102311147,0.9094887157785673,0.4134394500876231,
2023-09-28,16:20:51.485545,31.1,78995.0,1485.75,45.49,503,0.0276,0.0008,0.0107,0.69,0.0088,0.37,0.00,1.1432,0.2213,0.2523,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.3958469742265596,0.23804935982891579,0.8504287196042601,0.2583700039850305,
2023-09-28,16:20:51.611148,31.1,78990.0,1486.06,45.48,503,0.0278,0.0008,0.0107,0.69,0.0089,0.37,0.00,1.1681,0.2213,0.2523,0.09,2.87,203.02,147.70,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,2.482345002137366,0.31932778271867074,0.9519191122217002,0.43451079527199543,
2023-09-28,16:20:51.736774,31.1,78990.0,1485.91,45.48,503,0.0275,0.0008,0.0109,0.70,0.0088,0.38,0.00,1.1189,0.2165,0.2476,0.09,2.83,200.82,146.28,0.03,0.0036,-75.421663,6.1664900000000005,2160.7,0.0,1.9944145664170878,0.05528535047201055,1.003902622229591,0.004491579364802878,
2023-09-28,16:20:51.862651,31.1,79002.0,1486.12,45.50,503,0.0273,0.0008,0.0109,0.69,0.0087,0.37,0.00,1.095,0.2095,0.2408,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.421663,6.1664900000000005,2160.7,0.0,2.370014738223037,0.06290524531074415,0.9304423935210817,0.4278518571740707,
2023-09-28,16:20:51.988509,31.1,78991.0,1486.04,45.51,503,0.0273,0.0008,0.011,0.72,0.0087,0.42,0.00,1.095,0.2095,0.2408,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.421663,6.1664900000000005,2160.7,0.0,0.15780152436748535,0.4028514431614099,0.9797901911973446,0.10118292354214703,
2023-09-28,16:20:52.114228,22.7,78899.0,1486.06,45.52,503,0.0504,0.0008,0.0106,0.69,0.0195,0.37,0.00,10.5305,0.2118,0.2430999999999999,0.09,2.83,200.82,146.28,0.03,0.009,-75.421775,6.166491000000001,2139.1,1.05,1.638874827165043,0.1412360973329283,0.9795484989854797,0.021795181974760713,
2023-09-28,16:20:52.239880,21.9,78905.0,1485.98,45.53,503,0.0475,0.001,0.0086,0.70,0.0163999999999999,0.38,0.00,6.5482000000000005,0.3186,0.3438,0.09,2.87,203.02,147.70,0.03,0.0074,-75.41935,6.167271,2189.5,0.5,2.5834945992766833,0.44654924411026936,1.0510946606956058,0.20756343608397604,
2023-09-28,16:20:52.365141,25.5,78880.0,1485.98,45.57,503,0.1593,0.0022,0.0046,0.70,0.0765,0.38,0.00,494.524,1.057,0.9924,0.09,2.87,203.02,147.70,0.03,0.0441,-75.420413,6.168337999999999,2125.3,0.66,2.7969321648938688,0.18270872885631467,0.9322114303759549,0.20455216524229836,
2023-09-28,16:20:52.495810,26.4,78888.0,1485.93,45.59,503,0.0506,0.003,0.0046,0.69,0.0196,0.37,0.00,10.7219,1.68,1.4106,0.09,2.87,203.02,147.70,0.03,0.0091,-75.420463,6.168295,2152.4,0.22,2.504236908651518,0.20434237960308915,0.7806937647215192,0.4606945706983026,
2023-09-28,16:20:52.621782,27.0,78894.0,1485.94,45.60,503,0.038,0.0029,0.0052,0.70,0.0134,0.38,0.00,3.7137,1.5677,1.3300999999999998,0.09,2.87,203.02,147.70,0.03,0.0059,-75.420469,6.168317,2152.7,0.0,0.39895888991962775,0.21180274819586142,1.0154149058793083,0.1014687376987986,
2023-09-28,16:20:52.747443,27.4,78901.0,1485.78,45.63,503,0.0338,0.0026,0.0056999999999999,0.70,0.0115,0.38,0.00,2.4103,1.3388,1.1633,0.09,2.87,203.02,147.70,0.03,0.0049,-75.420469,6.168317,2152.7,0.0,0.789221163002445,0.3797301240560402,1.0330950152140024,0.28948552848024517,
2023-09-28,16:20:52.872951,27.7,78899.0,1485.99,45.64,503,0.032,0.0023,0.0060999999999999,0.70,0.0107,0.38,0.00,1.9695,1.1436,1.0176,0.09,2.87,203.02,147.70,0.03,0.0045,-75.420469,6.168317,2152.7,0.0,1.8578044991029732,0.08132559363181946,0.989718612666889,0.1408912339006695,
2023-09-28,16:20:52.998860,27.9,78909.0,1485.98,45.64,503,0.0298,0.002,0.0065,0.69,0.0097,0.37,0.00,1.506,0.9299,0.8536,0.09,2.87,203.02,147.70,0.03,0.004,-75.420469,6.168317,2152.7,0.0,1.1556373135344604,0.15821007350306476,1.0210350069286178,0.08539686462632062,
2023-09-28,16:20:53.124871,28.2,78905.0,1486.14,45.67,503,0.0293,0.0019,0.0068,0.69,0.0095,0.37,0.00,1.4142,0.8018000000000001,0.7526999999999999,0.09,2.87,203.02,147.70,0.03,0.0039,-75.420469,6.168317,2152.7,0.0,1.4747075669337484,0.025668255106861604,0.9354403292138641,0.31803567779436337,
