2023-09-28,16:20:42.704286,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.00,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.-- Default Test --
2023-09-28,16:20:43.761138,
2023-09-28,16:20:43.761138,==== Load Resistors for MIC6814====
2023-09-28,16:20:43.790780,CO, 818000
2023-09-28,16:20:43.806402,NH3, 151000
2023-09-28,16:20:43.822027,NO2, 16300
2023-09-28,16:20:43.837651,==== R0 for MIC6814====
2023-09-28,16:20:43.861294,CO, 818000
2023-09-28,16:20:43.869303,NH3, 151000
2023-09-28,16:20:43.884970,NO2, 16300
2023-09-28,16:20:43.900595,==== Equation to get the concetraition of CO, NH3 and NO2 ====
2023-09-28,16:20:43.963637,Conctration = exp((log(Rs/R0) - b)/m)
2023-09-28,16:20:44.010798,Parameter for CO, NH3 and NO2
2023-09-28,16:20:44.042069,m_CO, -0.85, b_CO, 1.26
2023-09-28,16:20:44.061923,m_NH3, -0.54, b_NH3, -0.24
2023-09-28,16:20:44.089632,m_NO2, 1.01, b_NO2, 1.85
2023-09-28,16:20:44.120796,==== DATA STRUCTURE ====
Date,time,T[C],P[hPA],z[m],H[%],CO2[ppm],CO[ppm],NH3[ppm],NO2[ppm],H2(CO)[ppm],Etanol(CO)[ppm],NH3(CO)[ppm],H2S(CO)[ppm],CH4(CO)[ppm],C3H8(CO)[ppm],Iso-butano(CO)[ppm],Etanol(NH3)[ppm],H2(NH3)[ppm],C3H8(NH3)[ppm],Iso-butano(NH3)[ppm],NO(NO2)[ppm],H2(NO2)[ppm],lot,lat,A_1,speed,Angle,SO2_AFE,O3_AFE,PM2.5
2023-09-28,16:20:48.581537,26.0,67976.0,1486.17,45.99,512,0.0308,0.0019,0.0058,0.71,0.0102,0.40,0.00,1.706,0.8259000000000001,0.7719,0.09,2.80,198.64,144.87,0.03,0.0043,-74.74109399999998,6.500645,3431.1,163.94,1.232424137272273,0.3034446922084871,0.6705302941062292,0.24513777683526428,
2023-09-28,16:20:48.723402,26.1,67930.0,1485.95,46.00,520,0.031,0.0019,0.0058,0.72,0.0103,0.41,0.00,1.7416,0.8098000000000001,0.7591,0.09,2.87,203.02,147.70,0.03,0.0043,-74.724744,6.508353,3434.2,162.39,1.8434288013468825,0.3701854270956154,0.7183916731230438,0.23115126395800645,
2023-09-28,16:20:48.849085,26.2,67971.0,1485.95,46.02,512,0.031,0.0018,0.0058,0.72,0.0103,0.41,0.00,1.7416,0.7861,0.7402,0.09,2.83,200.82,146.28,0.03,0.0043,-74.709456,6.516593,3416.6,162.09,0.27564350946663824,0.02468831463882587,0.69042858688745,0.4246727934726979,
2023-09-28,16:20:48.975828,26.3,68032.0,1485.95,46.00,520,0.0306,0.0018,0.006,0.71,0.0101,0.40,0.00,1.6711,0.763,0.7217,0.09,2.83,200.82,146.28,0.03,0.0042,-74.693475,6.52538,3399.6,163.9,1.8927375975836227,0.2721320816568121,0.8011057439535892,0.1213989192911703,
2023-09-28,16:20:49.085519,26.4,68051.0,1485.93,45.98,512,0.0305,0.0017,0.006,0.72,0.01,0.41,0.00,1.6368,0.7333,0.6978,0.09,2.83,200.82,146.28,0.03,0.0042,-74.67751899999998,6.534244999999999,3411.6,163.35,2.6095680134640324,0.3697228305930768,0.8925922824688353,0.20323870699830876,
2023-09-28,16:20:49.226833,26.4,67979.0,1485.90,45.91,512,0.0305,0.0017,0.0061,0.72,0.01,0.42,0.00,1.6368,0.7189,0.6861,0.09,2.83,200.82,146.28,0.03,0.0042,-74.662244,6.542782,3426.0,161.5,2.491599828271785,0.2226156309591132,0.8803882070586966,0.4639197458609519,
2023-09-28,16:20:49.352957,26.5,67995.0,1485.91,45.89,512,0.0306,0.0017,0.0061,0.72,0.0101,0.42,0.00,1.6711,0.7118000000000001,0.6804000000000001,0.09,2.83,200.82,146.28,0.03,0.0042,-74.64689399999997,6.552615,3423.4,162.99,2.208176870458564,0.33516831826109655,0.9360819212215568,0.3837542442173898,
2023-09-28,16:20:49.479601,26.6,68037.0,1485.96,45.87,512,0.0303,0.0017,0.0061,0.71,0.01,0.40,0.00,1.6032,0.6840999999999999,0.6578,0.09,2.83,200.82,146.28,0.03,0.0041,-74.631844,6.5626630000000015,3446.1,163.17,0.7141378083112332,0.3835429258538987,1.051152386057634,0.3968666987744484,
2023-09-28,16:20:49.594250,26.7,68023.0,1485.67,45.85,512,0.0301,0.0016,0.0062,0.71,0.0099,0.40,0.00,1.5702,0.6639,0.6413,0.09,2.83,200.82,146.28,0.03,0.0041,-74.61725,6.572323,3425.0,161.62,2.244002462945017,0.3969863538793612,0.9461482389688691,0.030937473082809308,
2023-09-28,16:20:49.719912,26.8,68047.0,1485.64,45.81,512,0.0301,0.0016,0.0062,0.71,0.0099,0.40,0.00,1.5702,0.6507999999999999,0.6305,0.09,2.87,203.02,147.70,0.03,0.0041,-74.601538,6.581392999999999,3418.1,161.44,2.8110682951792834,0.05582066461191931,1.0031544997166983,0.04829472890707964,
2023-09-28,16:20:49.845808,26.8,68054.0,1485.87,45.80,512,0.0301,0.0016,0.0062,0.72,0.0096,0.42,0.00,1.5702,0.6379,0.6199,0.09,2.87,203.02,147.70,0.03,0.004,-74.585256,6.589478,3431.9,163.89,0.14062045314780675,0.09112178183083319,0.8971595248777708,0.08324708471490921,
2023-09-28,16:20:49.978440,26.9,68469.0,1485.71,45.78,512,0.0301,0.0016,0.0064,0.72,0.0099,0.42,0.00,1.5702,0.6253,0.6095,0.09,2.87,203.02,147.70,0.03,0.0041,-74.568919,6.596941,3374.7,170.55,1.1167153057376369,0.3372478398482879,0.9425393439778842,0.01440058345561085,
2023-09-28,16:20:50.097622,27.0,68922.0,1485.74,45.68,512,0.0298,0.0015,0.0064,0.72,0.0097,0.42,0.00,1.506,0.6129,0.5992000000000001,0.09,2.83,200.82,146.28,0.03,0.004,-74.551375,6.605395,3309.7,174.36,3.081626986546285,0.36637446620180997,1.0075454573917193,0.45449687199298655,
2023-09-28,16:20:50.223124,27.0,69212.0,1485.90,45.66,512,0.0301,0.0015,0.0064,0.72,0.0099,0.41,0.00,1.5702,0.6068,0.5942000000000001,0.09,2.87,203.02,147.70,0.03,0.0041,-74.534219,6.614323,3264.8,172.65,0.3042542011672409,0.40095908161221294,0.9542331127927025,0.11475513929943842,
2023-09-28,16:20:50.348890,27.1,69552.0,1485.90,45.65,512,0.0301,0.0015,0.0065,0.72,0.0099,0.41,0.00,1.5702,0.5948,0.5841,0.09,2.83,200.82,146.28,0.03,0.0041,-74.51815,6.623281,3225.0,171.61,2.1043859121818294,0.4974905625849032,0.9469901441072714,0.31493263370191227,
2023-09-28,16:20:50.479400,27.2,69955.0,1485.83,45.63,512,0.0299,0.0015,0.0065,0.71,0.0098,0.40,0.00,1.5378,0.5771999999999999,0.5694,0.09,2.83,200.82,146.28,0.03,0.0041,-74.501044,6.632363000000002,3175.5,173.62,1.5744479129446274,0.15588258109321718,0.7831799946814652,0.15226079317309493,
2023-09-28,16:20:50.605153,27.2,70276.0,1486.06,45.57,512,0.0299,0.0015,0.0065,0.71,0.0098,0.40,0.00,1.5378,0.5657,0.5598,0.09,2.83,200.82,146.28,0.03,0.0041,-74.4844,6.642035000000001,3128.7,173.37,1.6332075512787454,0.3638742524072436,0.912737156645812,0.05497056714166482,
2023-09-28,16:20:50.730963,27.3,70658.0,1486.09,45.56,512,0.0299,0.0015,0.0067,0.71,0.0095,0.40,0.00,1.3847,0.5489,0.5456,0.09,2.87,203.02,147.70,0.03,0.0039,-74.468231,6.651321,3095.5,172.99,1.5802560987374932,0.22740507893913287,1.066819990631046,0.46987089650519126,
2023-09-28,16:20:50.856953,27.4,70883.0,1486.01,45.53,512,0.0298,0.0014,0.0067,0.71,0.0097,0.40,0.00,1.506,0.5434,0.541,0.09,2.87,203.02,147.70,0.03,0.004,-74.450981,6.6596410000000015,3061.4,170.04,1.144332400305793,0.07032650662488882,0.8974678746801857,0.022480042850820448,
2023-09-28,16:20:50.983464,27.4,71344.0,1486.07,45.52,512,0.0298,0.0014,0.0067,0.71,0.0097,0.40,0.00,1.506,0.5325,0.5318,0.09,2.83,200.82,146.28,0.03,0.004,-74.433038,6.666672,3023.6,173.45,0.9003322695234357,0.4907498221432008,0.8960971160656105,0.19900153180944175,
2023-09-28,16:20:51.109449,27.5,71652.0,1485.78,45.51,503,0.0301,0.0014,0.0068,0.70,0.0099,0.38,0.00,1.5702,0.5325,0.5318,0.09,2.87,203.02,147.70,0.03,0.0041,-74.41623100000002,6.674597,2994.1,172.92,1.627201577213777,0.3431804525015246,0.7376358953543358,0.4828870559532393,
2023-09-28,16:20:51.234730,27.5,71838.0,1485.75,45.50,503,0.0299,0.0014,0.0068,0.70,0.0098,0.38,0.00,1.5378,0.5167,0.5183,0.09,2.87,203.02,147.70,0.03,0.0041,-74.399431,6.683453999999999,2970.1,169.32,0.03830893522728751,0.4310142001898505,0.9262273609627159,0.2627630926407172,
2023-09-28,16:20:51.359632,27.6,72154.0,1485.88,45.49,512,0.0296,0.0014,0.0069,0.71,0.0097,0.40,0.00,1.4748,0.5012,0.5051,0.09,2.83,200.82,146.28,0.03,0.004,-74.383413,6.6931660000000015,2929.9,168.4,2.063502456147661,0.285436580867523,0.9166254798996932,0.48973853054998157,
2023-09-28,16:20:51.485545,27.7,72524.0,1485.75,45.49,503,0.0301,0.0014,0.0069,0.69,0.0099,0.37,0.00,1.5702,0.5063,0.5095000000000001,0.09,2.87,203.02,147.70,0.03,0.0041,-74.36840600000002,6.704642999999999,2881.4,168.23,1.604994819032954,0.22892324547030357,0.9306980016965616,0.07860530260335141,
2023-09-28,16:20:51.611148,27.7,72958.0,1486.06,45.48,503,0.0298,0.0013,0.0069,0.69,0.0097,0.37,0.00,1.506,0.4912,0.4965,0.09,2.87,203.02,147.70,0.03,0.004,-74.35328100000002,6.715995,2836.8,171.22,2.133093827646495,0.447815767432473,1.0701503230217575,0.2592745372286439,
2023-09-28,16:20:51.736774,27.8,73067.0,1485.91,45.48,503,0.0299,0.0013,0.0071,0.70,0.0098,0.38,0.00,1.5378,0.4862,0.4922,0.09,2.83,200.82,146.28,0.03,0.0041,-74.336963,6.725425,2822.4,165.96,0.9307155650793789,0.38814393280109893,1.1066518236674554,0.439601865196401,
2023-09-28,16:20:51.862651,27.8,73325.0,1486.12,45.50,503,0.0299,0.0013,0.0071,0.69,0.0098,0.37,0.00,1.5378,0.4813,0.488,0.09,2.90,205.24,149.14,0.03,0.0041,-74.320769,6.733167999999999,2799.9,169.29,0.26293971850315595,0.4273498778284131,1.0510071221507253,0.21642976053821977,
2023-09-28,16:20:51.988509,27.9,73284.0,1486.04,45.51,503,0.0298,0.0013,0.0071,0.72,0.0097,0.42,0.00,1.506,0.4716,0.4797,0.09,2.87,203.02,147.70,0.03,0.004,-74.304063,6.740889999999999,2804.5,163.38,1.5477664797985577,0.44911642781676026,0.9622742668747836,0.10041901973770773,
2023-09-28,16:20:52.114228,27.9,73306.0,1486.06,45.52,503,0.0298,0.0013,0.0071,0.69,0.0097,0.37,0.00,1.506,0.4621,0.4715,0.09,2.83,200.82,146.28,0.03,0.004,-74.28778100000002,6.749062,2783.9,163.31,1.007202199575801,0.09709629684982979,0.9740561943688635,0.4396443561741297,
2023-09-28,16:20:52.239880,28.0,73330.0,1485.98,45.53,503,0.0296,0.0013,0.0072,0.70,0.0097,0.38,0.00,1.4748,0.4528,0.4634,0.09,2.87,203.02,147.70,0.03,0.004,-74.272006,6.756666,2793.7,161.67,1.7777442857960597,0.43038465418589283,0.9948420526621577,0.18834935421912125,
2023-09-28,16:20:52.365141,28.1,73411.0,1485.98,45.57,503,0.0296,0.0013,0.0072,0.70,0.0095,0.38,0.00,1.3847,0.4482,0.4515,0.09,2.87,203.02,147.70,0.03,0.0039,-74.255775,6.764883,2775.1,163.79,0.44248804440645106,0.499793663746467,0.8817560554321856,0.04874832808459817,
2023-09-28,16:20:52.495810,28.1,73315.0,1485.93,45.59,503,0.0298,0.0013,0.0072,0.69,0.0097,0.37,0.00,1.506,0.4437,0.4554,0.09,2.87,203.02,147.70,0.03,0.004,-74.239875,6.7735210000000015,2787.1,159.51,0.729722937726557,0.07433527150858671,1.0712427782257317,0.41961997817260704,
2023-09-28,16:20:52.621782,28.2,73399.0,1485.94,45.60,503,0.0298,0.0012,0.0073,0.70,0.0097,0.38,0.00,1.506,0.4392,0.4515,0.09,2.87,203.02,147.70,0.03,0.004,-74.225181,6.782394,2786.9,162.2,1.5999973767909073,0.3131370977854856,1.1002491470016376,0.2188848748991593,
2023-09-28,16:20:52.747443,28.2,73371.0,1485.78,45.63,503,0.0299,0.0012,0.0073,0.70,0.0098,0.38,0.00,1.5378,0.4392,0.4515,0.09,2.87,203.02,147.70,0.03,0.0041,-74.2099,6.791952,2791.1,159.88,3.09271809248931,0.1627644493034362,0.9996901337167079,0.1734975054296113,
2023-09-28,16:20:52.872951,28.3,73398.0,1485.99,45.64,503,0.0298,0.0012,0.0073,0.70,0.0097,0.38,0.00,1.506,0.4303,0.4437,0.09,2.87,203.02,147.70,0.03,0.004,-74.194819,6.801688,2782.1,160.62,0.021083253032131023,0.32950422749623126,1.214656873608189,0.15004347282334657,
2023-09-28,16:20:52.998860,28.3,73445.0,1485.98,45.64,503,0.0301,0.0012,0.0073,0.69,0.0099,0.37,0.00,1.5702,0.4303,0.4437,0.09,2.87,203.02,147.70,0.03,0.0041,-74.180231,6.810728,2768.2,160.67,0.09554496633052259,0.01205461018318349,1.0796610758912306,0.2602836893167388,
2023-09-28,16:20:53.124871,28.4,73432.0,1486.14,45.67,503,0.0299,0.0012,0.0073,0.69,0.0098,0.37,0.00,1.5378,0.4259000000000001,0.4399,0.09,2.87,203.02,147.70,0.03,0.0041,-74.165056,6.82033,2772.1,160.81,2.395053618897194,0.31940639691288847,0.905394289254108,0.3123538513021151,
2023-09-28,16:20:53.249783,28.4,73398.0,1485.96,45.66,503,0.0301,0.0012,0.0075,0.69,0.0099,0.37,0.00,1.5702,0.4216,0.4361,0.09,2.90,205.24,149.14,0.03,0.0041,-74.150075,6.83007,2774.7,159.9,1.6739385206852193,0.3274741881133938,1.2492889461213923,0.3299098565581487,
2023-09-28,16:20:53.377048,28.4,73507.0,1485.96,45.67,503,0.0299,0.0012,0.0075,0.70,0.0098,0.38,0.00,1.5378,0.413,0.4285,0.09,2.87,203.02,147.70,0.03,0.0041,-74.135125,6.8389,2760.9,161.71,0.46863553497398186,0.3360120232608946,0.9717989789501104,0.08508322083168107,
