2023-09-28,16:20:42.704286,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.00,411.51,124.64,0.00,0.09,2.70,192.24,140.71,0.03,1.46,
2023-09-28,16:20:42.704286,29.88,847.02,1486.19,45.83,503,3.84,0.33,0.19,0.69,1.44,0.37,0.00,411.-- Default Test --
2023-09-28,16:20:43.761138,
2023-09-28,16:20:43.761138,==== Load Resistors for MIC6814====
2023-09-28,16:20:43.790780,CO, 818000
2023-09-28,16:20:43.806402,NH3, 151000
2023-09-28,16:20:43.822027,NO2, 16300
2023-09-28,16:20:43.837651,==== R0 for MIC6814====
2023-09-28,16:20:43.861294,CO, 818000
2023-09-28,16:20:43.869303,NH3, 151000
2023-09-28,16:20:43.884970,NO2, 16300
2023-09-28,16:20:43.900595,==== Equation to get the concetraition of CO, NH3 and NO2 ====
2023-09-28,16:20:43.963637,Conctration = exp((log(Rs/R0) - b)/m)
2023-09-28,16:20:44.010798,Parameter for CO, NH3 and NO2
2023-09-28,16:20:44.042069,m_CO, -0.85, b_CO, 1.26
2023-09-28,16:20:44.061923,m_NH3, -0.54, b_NH3, -0.24
2023-09-28,16:20:44.089632,m_NO2, 1.01, b_NO2, 1.85
2023-09-28,16:20:44.120796,==== DATA STRUCTURE ====
Date,time,T[C],P[hPA],z[m],H[%],CO2[ppm],CO[ppm],NH3[ppm],NO2[ppm],H2(CO)[ppm],Etanol(CO)[ppm],NH3(CO)[ppm],H2S(CO)[ppm],CH4(CO)[ppm],C3H8(CO)[ppm],Iso-butano(CO)[ppm],Etanol(NH3)[ppm],H2(NH3)[ppm],C3H8(NH3)[ppm],Iso-butano(NH3)[ppm],NO(NO2)[ppm],H2(NO2)[ppm],lot,lat,A_1,speed,Angle,SO2_AFE,O3_AFE,PM2.5
2023-09-28,16:20:46.077299,23.2,69681.0,1485.54,45.90,512,0.0275,0.0009,0.0093999999999999,0.71,0.0088,0.40,0.00,1.1189,0.2718,0.3004,0.09,2.80,198.64,144.87,0.03,0.0036,-75.38274399999999,7.047627,3184.4,133.02,0.3609437849409824,0.45090986264475674,0.17021295458424124,0.09532154916828289,
2023-09-28,16:20:46.203155,23.3,69375.0,1485.78,45.89,512,0.0275,0.0009,0.0093999999999999,0.71,0.0088,0.40,0.00,1.1189,0.2718,0.3004,0.09,2.80,198.64,144.87,0.03,0.0036,-75.376281,7.060061999999999,3237.7,128.9,0.29471214082746233,0.13403457290280513,0.3173637015706294,0.27430170202515547,
2023-09-28,16:20:46.329167,23.3,68992.0,1486.04,45.88,512,0.0276,0.0009,0.0096,0.71,0.0088,0.40,0.00,1.1432,0.266,0.295,0.09,2.83,200.82,146.28,0.03,0.0036,-75.369138,7.072366000000001,3283.0,127.16,2.5896015542279636,0.3449103926091543,0.18466894283927204,0.24358964548015122,
2023-09-28,16:20:46.443875,23.4,68737.0,1486.19,45.88,512,0.0278,0.0009,0.0096,0.71,0.0089,0.40,0.00,1.1681,0.2632,0.2923,0.09,2.80,198.64,144.87,0.03,0.0036,-75.362325,7.084981,3312.6,133.41,0.6201980380690333,0.3349738830520088,0.2608590683753565,0.09564697709695363,
2023-09-28,16:20:46.574824,23.5,68850.0,1485.85,45.84,512,0.0278,0.0009,0.0097,0.71,0.0089,0.40,0.00,1.1681,0.2576,0.287,0.09,2.80,198.64,144.87,0.03,0.0036,-75.355675,7.098097,3288.6,142.49,1.674898958243081,0.494687649476966,0.47682360614222946,0.26074370623668225,
2023-09-28,16:20:46.700702,23.5,69318.0,1486.03,45.85,512,0.0276,0.0009,0.0098999999999999,0.71,0.0088,0.40,0.00,1.1432,0.2521,0.2818,0.09,2.80,198.64,144.87,0.03,0.0036,-75.34881899999999,7.112692,3229.7,147.29,0.7774097949888044,0.14799028362287608,0.2134145389310685,0.22228630306397773,
2023-09-28,16:20:46.826212,23.6,69478.0,1485.84,45.85,512,0.0278,0.0009,0.01,0.71,0.0089,0.40,0.00,1.1681,0.2494,0.2793,0.09,2.83,200.82,146.28,0.03,0.0036,-75.342394,7.1272020000000005,3211.9,143.9,1.786150278196526,0.13748771084527317,0.2666205177080466,0.12447853283343435,
2023-09-28,16:20:46.952177,23.6,69759.0,1485.84,45.85,512,0.0276,0.0008,0.01,0.71,0.0088,0.40,0.00,1.1432,0.2414,0.2717,0.09,2.80,198.64,144.87,0.03,0.0036,-75.338669,7.141972999999999,3180.5,142.29,2.2149570760798434,0.005232360846748552,0.3183247392878968,0.4388363069129503,
2023-09-28,16:20:47.078839,23.7,70096.0,1485.96,45.85,512,0.0278,0.0008,0.0101,0.71,0.0089,0.40,0.00,1.1681,0.2414,0.2717,0.09,2.83,200.82,146.28,0.03,0.0036,-75.338088,7.157932000000001,3141.7,144.22,1.4206497842189436,0.08885699890685855,0.19105914893127454,0.4581306951893248,
2023-09-28,16:20:47.204812,23.8,70629.0,1486.01,45.84,512,0.0276,0.0008,0.0103,0.71,0.0088,0.40,0.00,1.1432,0.2337,0.2643,0.09,2.83,200.82,146.28,0.03,0.0036,-75.339525,7.174273,3057.2,149.02,0.024683079824180033,0.3521802026372385,0.4356485025286196,0.33282737951852737,
2023-09-28,16:20:47.330111,23.8,71065.0,1485.93,45.84,512,0.0279999999999999,0.0008,0.0104,0.71,0.009,0.40,0.00,1.1934,0.2337,0.2643,0.09,2.80,198.64,144.87,0.03,0.0037,-75.342256,7.189835,3010.8,147.14,1.8097477251049934,0.11258643434440457,0.3916782471496515,0.17735455451304105,
2023-09-28,16:20:47.455940,23.9,71397.0,1486.00,45.84,512,0.0278,0.0008,0.0104,0.71,0.0089,0.40,0.00,1.1681,0.2287,0.2594,0.09,2.83,200.82,146.28,0.03,0.0036,-75.346475,7.205728999999999,2979.2,147.23,0.28900602963544975,0.22990068762549848,0.21138915382508766,0.0219718977227088,
2023-09-28,16:20:47.581503,23.9,71695.0,1485.96,45.85,512,0.0279999999999999,0.0008,0.0106,0.72,0.009,0.41,0.00,1.1934,0.2262,0.257,0.09,2.80,198.64,144.87,0.03,0.0037,-75.35125,7.221367999999999,2957.3,146.51,1.8058228274138903,0.18226528720696117,0.40859598778499195,0.4652959047733146,
2023-09-28,16:20:47.707393,24.0,72113.0,1485.88,45.85,512,0.0278,0.0008,0.0107,0.72,0.0089,0.41,0.00,1.1681,0.2237,0.2546,0.09,2.83,200.82,146.28,0.03,0.0036,-75.353475,7.237,2900.5,149.36,2.8430305497059725,0.4838683416613785,0.4458260551437496,0.25539879535960464,
2023-09-28,16:20:47.832595,24.0,72378.0,1485.87,45.85,512,0.0278,0.0008,0.0109,0.71,0.0089,0.40,0.00,1.1681,0.2189,0.25,0.09,2.83,200.82,146.28,0.03,0.0036,-75.35453100000001,7.253463000000001,2860.3,149.59,2.1844608976161553,0.2890922146662738,0.4125795732219817,0.4305271766400962,
2023-09-28,16:20:47.958138,24.0,73005.0,1485.99,45.86,520,0.0278,0.0008,0.0109,0.71,0.0089,0.40,0.00,1.1681,0.2165,0.2476,0.09,2.83,200.82,146.28,0.03,0.0036,-75.354775,7.270430999999999,2798.3,153.65,2.9809851448360716,0.33213776544016577,0.46888312100964,0.4550115349187791,
2023-09-28,16:20:48.084220,24.0,73545.0,1485.98,45.85,512,0.0278,0.0008,0.011,0.72,0.0089,0.41,0.00,1.1681,0.2118,0.2430999999999999,0.09,2.83,200.82,146.28,0.03,0.0036,-75.353994,7.286871,2729.0,153.6,2.1152541143124513,0.013275589830753276,0.35515519328886663,0.09481175026393596,
2023-09-28,16:20:48.209930,24.1,74009.0,1486.12,45.90,512,0.0278,0.0008,0.0112,0.72,0.0088,0.41,0.00,1.1189,0.2095,0.2385,0.09,2.83,200.82,146.28,0.03,0.0036,-75.352319,7.303835,2672.1,150.67,1.1910531418196284,0.19711931559954182,0.6116389076330321,0.26404325165262177,
2023-09-28,16:20:48.335463,24.1,74105.0,1486.01,45.96,512,0.0276,0.0008,0.0113,0.72,0.0088,0.41,0.00,1.1432,0.2072,0.2385,0.09,2.83,200.82,146.28,0.03,0.0036,-75.35045600000001,7.320272,2661.8,148.69,1.8967766375879065,0.40580620028022085,0.4332869649114902,0.006921851541330293,
2023-09-28,16:20:48.471050,24.2,74129.0,1485.93,45.98,512,0.0275,0.0007,0.0113,0.71,0.0088,0.40,0.00,1.1189,0.1982,0.2297,0.09,2.83,200.82,146.28,0.03,0.0036,-75.348669,7.335997,2673.4,145.77,2.499780503069941,0.06604168020897128,0.4519114982494453,0.2814034367827949,
2023-09-28,16:20:48.581537,24.2,74147.0,1486.17,45.99,512,0.0278,0.0007,0.0113999999999999,0.71,0.0089,0.40,0.00,1.1681,0.2004,0.2319,0.09,2.80,198.64,144.87,0.03,0.0036,-75.346713,7.352142999999999,2662.4,144.88,0.45010803770114133,0.13798049130548456,0.47246549981288716,0.2417280182210157,
2023-09-28,16:20:48.723402,24.2,74290.0,1485.95,46.00,520,0.0275,0.0007,0.0116,0.72,0.0088,0.41,0.00,1.1189,0.196,0.2276,0.09,2.87,203.02,147.70,0.03,0.0036,-75.343363,7.368016000000001,2644.2,147.32,0.7306009669434236,0.44418935229778284,0.6614612318413295,0.3736503594400647,
2023-09-28,16:20:48.849085,24.2,74585.0,1485.95,46.02,512,0.0278,0.0007,0.0116,0.72,0.0089,0.41,0.00,1.1681,0.196,0.2276,0.09,2.83,200.82,146.28,0.03,0.0036,-75.340056,7.383628,2615.4,149.03,2.6494854914572246,0.41006748712794816,0.5770449362900453,0.17370132142462652,
2023-09-28,16:20:48.975828,24.3,74953.0,1485.95,46.00,520,0.0279999999999999,0.0007,0.0116999999999999,0.71,0.009,0.40,0.00,1.1934,0.1982,0.2297,0.09,2.83,200.82,146.28,0.03,0.0037,-75.336463,7.400302000000001,2570.3,151.07,2.3811306281805016,0.19695750172235366,0.7147460946467434,0.38507263731225344,
2023-09-28,16:20:49.085519,24.3,75325.0,1485.93,45.98,512,0.0281,0.0007,0.0116999999999999,0.72,0.009,0.41,0.00,1.2191,0.196,0.2276,0.09,2.83,200.82,146.28,0.03,0.0037,-75.33345,7.417109,2524.8,150.22,1.1214197958976109,0.06911476057930199,0.6146437095175483,0.036742261546424626,
2023-09-28,16:20:49.226833,24.4,75411.0,1485.90,45.91,512,0.0278,0.0007,0.0118999999999999,0.72,0.0089,0.42,0.00,1.1681,0.1917,0.2232999999999999,0.09,2.83,200.82,146.28,0.03,0.0036,-75.3302,7.432852,2517.1,145.08,2.2974792487721927,0.47269516063573164,0.6359424629990643,0.07606005963707524,
2023-09-28,16:20:49.352957,24.4,75649.0,1485.91,45.89,512,0.0281,0.0007,0.012,0.72,0.0088,0.42,0.00,1.1189,0.1873999999999999,0.2191,0.09,2.83,200.82,146.28,0.03,0.0036,-75.329306,7.449225,2498.9,147.43,0.2439643075503566,0.26231842151329876,0.5447502594644791,0.02065681069830949,
2023-09-28,16:20:49.479601,24.4,75521.0,1485.96,45.87,512,0.0279999999999999,0.0007,0.012,0.71,0.009,0.40,0.00,1.1934,0.1895,0.2212,0.09,2.83,200.82,146.28,0.03,0.0037,-75.330031,7.465278,2497.3,144.24,0.5067057608593276,0.020042128645587687,0.6597187170090116,0.364963273148368,
2023-09-28,16:20:49.594250,24.4,75431.0,1485.67,45.85,512,0.0276,0.0007,0.0121999999999999,0.71,0.0088,0.40,0.00,1.1432,0.1833,0.215,0.09,2.83,200.82,146.28,0.03,0.0036,-75.3336,7.480107,2513.0,142.86,1.4025397290688255,0.39671157873262936,0.7662556010482363,0.27126244048585324,
2023-09-28,16:20:49.719912,24.5,75265.0,1485.64,45.81,512,0.0279999999999999,0.0007,0.0123,0.71,0.009,0.40,0.00,1.1934,0.1853,0.217,0.09,2.87,203.02,147.70,0.03,0.0037,-75.338275,7.495315,2549.8,143.14,0.5113806938400262,0.08312935408480232,0.6348414110512187,0.4662245772937266,
2023-09-28,16:20:49.845808,24.6,74921.0,1485.87,45.80,512,0.0279999999999999,0.0007,0.0123,0.72,0.009,0.42,0.00,1.1934,0.1853,0.217,0.09,2.87,203.02,147.70,0.03,0.0037,-75.342875,7.510355000000001,2566.6,139.62,2.3572346622923175,0.3207521426717602,0.6255656953173091,0.4843814589367839,
2023-09-28,16:20:49.978440,24.6,74629.0,1485.71,45.78,512,0.0278,0.0007,0.0125,0.72,0.0089,0.42,0.00,1.1681,0.1812,0.2128999999999999,0.09,2.87,203.02,147.70,0.03,0.0036,-75.34603100000001,7.524939999999999,2588.9,140.94,2.950347720299287,0.35104774833338437,0.7098581058194147,0.4782479138361572,
2023-09-28,16:20:50.097622,24.6,74602.0,1485.74,45.68,512,0.0278,0.0007,0.0125,0.72,0.0089,0.42,0.00,1.1681,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0036,-75.34989399999999,7.54048,2605.3,144.86,1.3899824749641443,0.17226640567074908,0.6001205676313558,0.2743401110411752,
2023-09-28,16:20:50.223124,24.6,74557.0,1485.90,45.66,512,0.0278,0.0007,0.0126,0.72,0.0089,0.41,0.00,1.1681,0.1772,0.2089,0.09,2.87,203.02,147.70,0.03,0.0036,-75.354463,7.555905,2612.5,143.82,1.0259025579990853,0.011871355097602676,0.6907609734974354,0.22897831433723553,
2023-09-28,16:20:50.348890,24.7,74602.0,1485.90,45.65,512,0.0279999999999999,0.0007,0.0126,0.72,0.009,0.41,0.00,1.1934,0.1792,0.2109,0.09,2.83,200.82,146.28,0.03,0.0037,-75.359206,7.570553,2598.2,145.31,0.6216345251607356,0.1417688839234561,0.684292690931798,0.1446749845074516,
2023-09-28,16:20:50.479400,24.7,74656.0,1485.83,45.63,512,0.0279999999999999,0.0007,0.0128,0.71,0.009,0.40,0.00,1.1934,0.1772,0.2089,0.09,2.83,200.82,146.28,0.03,0.0037,-75.364463,7.58598,2604.3,145.49,2.619164028008299,0.04570052561943616,0.8394973778206141,0.34059481387573837,
2023-09-28,16:20:50.605153,24.8,74516.0,1486.06,45.57,512,0.0278,0.0007,0.0128,0.71,0.0089,0.40,0.00,1.1681,0.1732,0.2048999999999999,0.09,2.83,200.82,146.28,0.03,0.0036,-75.369363,7.601137,2621.3,140.6,2.6529115661666305,0.13348808499030085,0.7803906938748029,0.15587519602339805,
2023-09-28,16:20:50.730963,24.8,74259.0,1486.09,45.56,512,0.0275,0.0007,0.0129,0.71,0.0088,0.40,0.00,1.1189,0.1712999999999999,0.203,0.09,2.87,203.02,147.70,0.03,0.0036,-75.373719,7.615302000000001,2651.7,138.89,0.4360260376359833,0.3774469495464205,0.7343221686239112,0.3762149425874919,
2023-09-28,16:20:50.856953,24.8,74096.0,1486.01,45.53,512,0.0276,0.0007,0.0129,0.71,0.0088,0.40,0.00,1.1432,0.1712999999999999,0.203,0.09,2.87,203.02,147.70,0.03,0.0036,-75.378331,7.630311999999999,2649.7,141.43,3.0642752479364197,0.3154875961935746,0.5875688441450343,0.0931542056331322,
2023-09-28,16:20:50.983464,24.8,74450.0,1486.07,45.52,512,0.0279999999999999,0.0007,0.0131,0.71,0.009,0.40,0.00,1.1934,0.1732,0.2048999999999999,0.09,2.83,200.82,146.28,0.03,0.0037,-75.38300600000001,7.646064999999999,2627.0,146.72,2.885567449067489,0.06863419770794632,0.7136891314020073,0.49212218961051796,
2023-09-28,16:20:51.109449,24.9,74393.0,1485.78,45.51,503,0.0276,0.0007,0.0131,0.70,0.0088,0.38,0.00,1.1432,0.1693,0.201,0.09,2.87,203.02,147.70,0.03,0.0036,-75.387694,7.66091,2620.9,145.66,1.8313300126730028,0.1811030095522515,0.8538892001362841,0.246194774914625,
2023-09-28,16:20:51.234730,24.9,74435.0,1485.75,45.50,503,0.0278,0.0007,0.0132,0.70,0.0089,0.38,0.00,1.1681,0.1712999999999999,0.203,0.09,2.87,203.02,147.70,0.03,0.0036,-75.392988,7.676435000000001,2618.2,148.47,0.4930394876379016,0.3704507736027404,0.7000533455082039,0.41141885123026917,
2023-09-28,16:20:51.359632,24.9,74596.0,1485.88,45.49,512,0.0276,0.0007,0.0134,0.71,0.0088,0.40,0.00,1.1432,0.1674,0.1991,0.09,2.83,200.82,146.28,0.03,0.0036,-75.398475,7.692102,2596.7,148.83,2.1291683542882636,0.25082408056355676,0.834655691351241,0.46197791691306633,
2023-09-28,16:20:51.485545,25.0,74749.0,1485.75,45.49,503,0.0278,0.0007,0.0134,0.69,0.0089,0.37,0.00,1.1681,0.1674,0.1991,0.09,2.87,203.02,147.70,0.03,0.0036,-75.403688,7.707147999999999,2585.2,148.56,0.3011738943501952,0.35219246321542164,0.628991776711771,0.2105509879190144,
2023-09-28,16:20:51.611148,25.0,74703.0,1486.06,45.48,503,0.0279999999999999,0.0007,0.0135,0.69,0.009,0.37,0.00,1.1934,0.1674,0.1991,0.09,2.87,203.02,147.70,0.03,0.0037,-75.409063,7.722735000000001,2588.8,146.94,2.6464794463372936,0.43323666625005947,0.8126506386443234,0.3703984742031943,
2023-09-28,16:20:51.736774,25.1,74718.0,1485.91,45.48,503,0.0278,0.0007,0.0135,0.70,0.0089,0.38,0.00,1.1681,0.1674,0.1991,0.09,2.83,200.82,146.28,0.03,0.0036,-75.414613,7.738277,2589.0,147.63,2.1183378193787097,0.29784588216703634,0.7845663016161382,0.04806055547104743,
2023-09-28,16:20:51.862651,25.1,74815.0,1486.12,45.50,503,0.0276,0.0006,0.0137,0.69,0.0088,0.37,0.00,1.1432,0.1637,0.1953,0.09,2.90,205.24,149.14,0.03,0.0036,-75.41995,7.753172,2582.4,147.52,2.5245894151219614,0.4496825648698466,0.829787794349327,0.05143083016433675,
2023-09-28,16:20:51.988509,25.1,74839.0,1486.04,45.51,503,0.0265,0.0006,0.0139999999999999,0.72,0.0084,0.42,0.00,0.9823,0.1493,0.1805999999999999,0.09,2.87,203.02,147.70,0.03,0.0034,-75.4256,7.768641000000001,2573.3,147.12,1.5634898542192184,0.16594097193796087,0.8684087099988551,0.2036801699603833,
2023-09-28,16:20:52.114228,25.2,74856.0,1486.06,45.52,503,0.0272,0.0006,0.0139999999999999,0.69,0.0086,0.37,0.00,1.0716,0.1563,0.1878,0.09,2.83,200.82,146.28,0.03,0.0034999999999999,-75.431188,7.784219999999999,2568.0,144.37,0.10989713433583793,0.25983587363706634,0.9246357692663076,0.26493966324213936,
2023-09-28,16:20:52.239880,25.2,74608.0,1485.98,45.53,503,0.027,0.0006,0.0139999999999999,0.70,0.0086,0.38,0.00,1.0486,0.1545,0.186,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.436644,7.798622999999999,2602.7,145.04,2.6383824514621566,0.05440071093877341,0.8277375576018542,0.3626504015003423,
2023-09-28,16:20:52.365141,25.2,74457.0,1485.98,45.57,503,0.027,0.0006,0.0141,0.70,0.0086,0.38,0.00,1.0486,0.151,0.1823999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.44386899999999,7.813052000000001,2614.8,146.11,0.8796311225771433,0.25827773328508524,0.8547056295676522,0.4847868449522059,
2023-09-28,16:20:52.495810,25.3,74306.0,1485.93,45.59,503,0.0272,0.0006,0.0141,0.69,0.0086,0.37,0.00,1.0716,0.1528,0.1842,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.450763,7.827711999999999,2637.8,145.2,0.348232563088092,0.15234193988965927,0.7249924091639075,0.37950286115461285,
2023-09-28,16:20:52.621782,25.3,74255.0,1485.94,45.60,503,0.0268,0.0006,0.0143,0.70,0.0085,0.38,0.00,1.0261,0.1493,0.1805999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.457388,7.84197,2647.4,146.64,2.2412237321433044,0.16318051247847032,0.9126071843544042,0.20816047431715845,
2023-09-28,16:20:52.747443,25.3,74257.0,1485.78,45.63,503,0.0272,0.0006,0.0143,0.70,0.0086,0.38,0.00,1.0716,0.151,0.1823999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.463794,7.857194,2645.5,147.48,0.17326803496745688,0.34485270019115294,0.7629787663317134,0.04496460236325284,
2023-09-28,16:20:52.872951,25.3,74281.0,1485.99,45.64,503,0.0272,0.0006,0.0144,0.70,0.0086,0.38,0.00,1.0716,0.151,0.1823999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.469619,7.872741,2644.6,149.15,1.8630908620270932,0.49960648480058784,0.9287751628587884,0.08968368510585745,
2023-09-28,16:20:52.998860,25.4,74920.0,1485.98,45.64,503,0.0272,0.0006,0.0146,0.69,0.0086,0.37,0.00,1.0716,0.151,0.1823999999999999,0.09,2.87,203.02,147.70,0.03,0.0034999999999999,-75.475581,7.888405,2582.1,157.49,0.2206001163899537,0.14385017073154394,0.8155823829571853,0.48083242072090904,
2023-09-28,16:20:53.124871,25.4,74940.0,1486.14,45.67,503,0.0266999999999999,0.0006,0.0146,0.69,0.0084,0.37,0.00,1.004,0.1459,0.1771,0.09,2.87,203.02,147.70,0.03,0.0034,-75.481125,7.904489999999999,2561.0,148.46,2.5711849061972116,0.346470388277599,1.0600805308000687,0.41544244160708316,
2023-09-28,16:20:53.249783,25.4,75057.0,1485.96,45.66,503,0.027,0.0006,0.0146,0.69,0.0086,0.37,0.00,1.0486,0.1476,0.1789,0.09,2.90,205.24,149.14,0.03,0.0034999999999999,-75.486419,7.919939999999999,2564.9,144.59,0.8190809705138707,0.4413174906405657,0.8846322933318131,0.2722977131923245,
